index,Cattle_ID,Breed,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
101714,CATTLE_101715,Jersey,BR,Temperado,Intensive,79,608.1,5,Mid,186,Crop_Residues,12.7,2,low,medium,5.7,11.0,10.8,36.7,69.9,Winter,0.49,yes,yes,2.92,high,12,2023-05-05,FARM_0984,3.17
101730,CATTLE_101731,Jersey,BR,Arid,Pastoral,65,524.4,1,Late,261,Pasture_Grass,13.6,5,medium,high,4.7,9.8,6.8,11.8,60.6,Monsoon,0.68,yes,yes,11.46,ok,12,2024-03-16,FARM_0798,12.61
101738,CATTLE_101739,Girolando,BR,Arid,Extensive,62,629.3,4,Late,328,Crop_Residues,20.6,2,medium,high,8.9,6.4,8.4,18.5,65.0,Autumn,0.39,yes,yes,12.51,ok,8,2024-01-20,FARM_0110,10.87
101767,CATTLE_101768,Girolando,BR,Tropical,Intensive,141,455.3,4,Late,359,Crop_Residues,14.1,3,low,high,6.5,12.7,13.7,43.6,24.7,Spring,0.74,yes,yes,1.78,ok,12,2022-10-18,FARM_0352,3.81
101785,CATTLE_101786,Girolando,BR,Tropical,Intensive,62,741.6,6,Mid,42,Green_Fodder,13.2,2,high,high,5.7,5.7,10.6,16.3,85.0,Summer,0.53,yes,no,10.34,ok,12,2022-01-15,FARM_0975,9.02
101812,CATTLE_101813,Girolando,BR,Arid,Semi_Intensive,96,446.0,5,Early,274,Hay,16.8,3,medium,medium,5.5,6.5,6.5,41.3,54.8,Summer,0.39,yes,no,9.07,ok,12,2023-06-18,FARM_0314,9.63
101820,CATTLE_101821,Jersey,BR,Temperado,Extensive,116,609.5,2,Late,29,Pasture_Grass,10.8,2,medium,high,2.7,6.1,10.3,30.2,74.6,Winter,1.0,no,yes,8.67,high,8,2024-11-02,FARM_0066,8.8
101828,CATTLE_101829,Girolando,BR,Temperado,Semi_Intensive,43,468.5,4,Mid,140,Pasture_Grass,11.8,3,high,high,3.4,7.3,10.5,19.2,64.2,Spring,0.51,yes,yes,12.52,high,12,2022-04-16,FARM_0489,10.37
101852,CATTLE_101853,Girolando,BR,Subtropical,Intensive,50,404.0,3,Late,124,Concentrates,20.9,4,low,medium,10.3,7.1,8.6,34.4,56.4,Spring,0.89,no,no,12.09,low,8,2022-05-09,FARM_0293,11.92
101853,CATTLE_101854,Holandes,BR,Tropical,Mixed,123,521.6,2,Early,170,Concentrates,13.7,4,high,high,9.8,7.6,14.1,45.0,43.6,Monsoon,0.32,yes,yes,17.4,ok,12,2024-01-19,FARM_0286,18.53
101858,CATTLE_101859,Jersey,BR,Subtropical,Semi_Intensive,113,537.2,4,Early,338,Concentrates,7.5,5,medium,low,4.9,5.8,8.6,13.7,33.7,Summer,0.5,yes,yes,1.97,high,12,2024-04-20,FARM_0254,1.44
101877,CATTLE_101878,Girolando,BR,Temperado,Pastoral,73,357.2,2,Early,201,Hay,9.3,2,medium,medium,5.4,9.7,11.2,35.5,59.4,Spring,0.59,no,no,9.21,ok,12,2023-04-09,FARM_0918,8.86
101882,CATTLE_101883,Holandes,BR,Temperado,Pastoral,40,729.3,6,Early,82,Green_Fodder,14.9,2,high,high,4.3,6.5,7.9,44.0,34.6,Winter,0.39,no,yes,8.19,high,12,2023-06-17,FARM_0295,9.1
101883,CATTLE_101884,Jersey,BR,Tropical,Mixed,118,584.7,6,Early,364,Concentrates,17.6,1,medium,high,1.6,8.7,6.6,26.0,76.5,Spring,0.79,yes,yes,0.19,ok,12,2024-08-17,FARM_0649,0.49
101899,CATTLE_101900,Jersey,BR,Subtropical,Semi_Intensive,78,526.2,4,Late,320,Pasture_Grass,5.8,1,high,high,7.6,11.4,10.9,4.8,20.8,Monsoon,0.74,yes,yes,12.1,high,24,2022-11-02,FARM_0052,13.58
101922,CATTLE_101923,Holandes,BR,Tropical,Intensive,29,526.6,4,Early,205,Hay,12.3,4,medium,high,1.0,4.5,10.4,23.7,48.2,Spring,0.84,no,no,5.39,low,12,2024-04-23,FARM_0448,6.91
101966,CATTLE_101967,Holandes,BR,Tropical,Extensive,80,305.1,4,Mid,302,Hay,16.3,4,medium,high,7.8,4.0,15.4,0.1,58.6,Spring,0.83,no,yes,10.3,low,12,2023-07-07,FARM_0261,12.64
101967,CATTLE_101968,Girolando,BR,Temperado,Pastoral,28,575.0,5,Mid,115,Dry_Fodder,11.8,4,medium,medium,6.3,7.0,6.8,40.1,70.1,Summer,0.51,no,yes,19.41,ok,12,2022-03-26,FARM_0362,16.32
102001,CATTLE_102002,Holandes,BR,Arid,Mixed,60,476.9,4,Mid,341,Dry_Fodder,16.0,1,medium,medium,1.0,5.3,9.4,31.0,61.1,Winter,0.62,yes,no,6.56,high,12,2024-05-20,FARM_0615,6.99
102012,CATTLE_102013,Girolando,BR,Temperado,Semi_Intensive,98,614.6,2,Late,307,Green_Fodder,21.7,4,medium,high,11.5,9.2,8.1,26.1,45.5,Monsoon,0.5,no,no,2.34,low,8,2023-09-10,FARM_0102,0.0
102017,CATTLE_102018,Girolando,BR,Arid,Semi_Intensive,33,254.1,3,Mid,213,Mixed_Feed,10.6,1,medium,medium,5.2,5.3,7.3,18.7,35.0,Monsoon,0.99,yes,no,0.0,ok,12,2022-08-18,FARM_0037,0.39
102078,CATTLE_102079,Holandes,BR,Temperado,Extensive,54,425.5,5,Late,79,Green_Fodder,18.7,1,high,high,11.1,10.2,9.9,18.6,63.5,Spring,0.9,yes,yes,4.43,ok,12,2023-08-16,FARM_0572,2.5
102093,CATTLE_102094,Jersey,BR,Temperado,Mixed,30,737.4,2,Late,316,Hay,7.9,1,medium,medium,8.2,10.0,11.9,31.6,48.9,Monsoon,0.31,no,yes,4.82,ok,12,2022-01-31,FARM_0783,4.96
102106,CATTLE_102107,Jersey,BR,Arid,Extensive,24,331.6,6,Mid,9,Concentrates,8.6,5,medium,high,4.0,8.7,13.1,13.6,44.7,Winter,0.74,no,no,7.6,ok,24,2023-09-03,FARM_0274,7.92
102116,CATTLE_102117,Holandes,BR,Temperado,Semi_Intensive,119,331.6,3,Early,335,Green_Fodder,7.8,4,medium,medium,1.0,8.0,8.9,41.9,80.5,Autumn,0.5,yes,yes,3.0,high,24,2022-08-22,FARM_0063,1.36
102126,CATTLE_102127,Girolando,BR,Arid,Intensive,96,441.4,6,Mid,136,Crop_Residues,17.7,5,medium,medium,1.0,4.0,13.6,15.8,95.5,Summer,0.79,yes,no,9.08,ok,12,2024-08-05,FARM_0915,9.79
102133,CATTLE_102134,Girolando,BR,Subtropical,Intensive,51,608.1,2,Mid,87,Mixed_Feed,4.7,4,medium,medium,3.2,6.5,11.1,3.6,60.5,Winter,0.39,yes,no,13.84,high,24,2023-03-25,FARM_0675,14.57
102144,CATTLE_102145,Holandes,BR,Tropical,Extensive,61,676.7,6,Mid,161,Silage,10.7,5,medium,high,7.3,8.6,9.3,18.6,47.3,Spring,0.65,no,yes,5.77,low,12,2023-08-07,FARM_0979,6.98
102153,CATTLE_102154,Jersey,BR,Temperado,Semi_Intensive,118,296.0,3,Mid,141,Mixed_Feed,10.6,3,high,high,7.9,11.0,7.3,-0.7,44.2,Spring,0.6,yes,yes,8.26,ok,24,2023-04-25,FARM_0458,11.58
102156,CATTLE_102157,Girolando,BR,Tropical,Extensive,31,651.4,6,Mid,310,Mixed_Feed,3.2,2,high,high,9.2,11.9,8.5,22.8,100.0,Spring,0.32,yes,yes,9.05,high,6,2024-09-10,FARM_0898,7.57
102171,CATTLE_102172,Jersey,BR,Tropical,Semi_Intensive,29,621.7,2,Late,149,Dry_Fodder,10.0,2,low,high,8.1,6.7,10.4,32.2,52.0,Spring,0.7,no,yes,13.07,low,24,2022-06-16,FARM_0604,13.94
102185,CATTLE_102186,Girolando,BR,Tropical,Pastoral,117,256.3,1,Late,109,Concentrates,8.5,2,high,high,7.2,9.6,5.4,-2.2,21.4,Monsoon,0.84,yes,yes,2.56,high,12,2022-04-17,FARM_0963,3.64
102188,CATTLE_102189,Girolando,BR,Arid,Mixed,134,303.3,4,Late,188,Crop_Residues,7.0,4,medium,medium,2.2,11.2,8.3,45.0,76.9,Winter,0.49,yes,yes,11.62,ok,12,2023-02-22,FARM_0475,13.41
102211,CATTLE_102212,Holandes,BR,Subtropical,Pastoral,106,270.0,3,Late,93,Dry_Fodder,14.3,2,high,high,6.5,9.6,11.2,17.7,76.7,Summer,0.3,no,yes,5.12,ok,12,2024-03-20,FARM_0195,5.26
102242,CATTLE_102243,Holandes,BR,Tropical,Pastoral,98,685.7,5,Late,223,Crop_Residues,11.7,2,high,high,6.6,5.6,14.6,22.4,88.2,Winter,0.76,yes,no,10.26,ok,12,2024-07-20,FARM_0643,6.3
102247,CATTLE_102248,Holandes,BR,Temperado,Intensive,108,327.2,2,Late,99,Silage,9.7,5,high,high,5.8,5.2,11.4,30.7,42.8,Summer,0.71,yes,yes,11.19,ok,12,2023-08-25,FARM_0101,8.79
102256,CATTLE_102257,Jersey,BR,Subtropical,Intensive,91,530.5,3,Mid,100,Green_Fodder,16.5,1,high,high,8.7,9.8,12.8,18.6,63.4,Monsoon,0.41,no,yes,8.23,ok,12,2023-08-14,FARM_0895,8.12
102288,CATTLE_102289,Holandes,BR,Temperado,Mixed,66,428.7,4,Early,211,Mixed_Feed,16.0,3,high,high,5.6,6.6,11.6,19.6,29.8,Autumn,0.67,yes,no,28.49,ok,12,2022-09-28,FARM_0778,28.55
102325,CATTLE_102326,Jersey,BR,Arid,Mixed,129,308.8,5,Mid,107,Hay,15.6,3,medium,high,1.0,8.8,13.2,16.0,58.2,Winter,0.87,yes,yes,9.19,ok,12,2022-08-10,FARM_0197,7.55
102365,CATTLE_102366,Jersey,BR,Subtropical,Pastoral,73,659.0,5,Mid,249,Concentrates,8.4,2,low,medium,8.8,12.3,5.0,26.3,68.4,Summer,0.74,yes,no,2.74,high,8,2023-01-23,FARM_0358,1.25
102370,CATTLE_102371,Holandes,BR,Temperado,Pastoral,141,420.4,6,Late,121,Concentrates,11.1,2,high,high,6.1,8.6,10.3,11.4,67.0,Autumn,0.55,yes,yes,3.0,ok,12,2022-05-08,FARM_0589,2.64
102431,CATTLE_102432,Jersey,BR,Subtropical,Mixed,104,499.5,3,Early,275,Hay,4.9,1,medium,high,7.1,10.6,9.7,13.9,68.0,Spring,0.99,yes,yes,23.22,low,24,2022-04-05,FARM_0196,23.5
102436,CATTLE_102437,Holandes,BR,Arid,Mixed,85,663.6,5,Mid,127,Silage,10.0,5,medium,medium,3.3,11.9,6.9,16.0,30.3,Winter,0.94,yes,yes,10.16,ok,24,2023-07-29,FARM_0714,10.41
102449,CATTLE_102450,Holandes,BR,Temperado,Mixed,110,565.7,5,Early,286,Mixed_Feed,8.3,3,medium,low,3.4,9.5,7.2,36.3,51.9,Autumn,0.76,no,yes,5.76,low,12,2023-11-22,FARM_0118,5.43
102463,CATTLE_102464,Holandes,BR,Subtropical,Extensive,85,387.7,4,Early,170,Mixed_Feed,14.8,2,high,high,6.6,8.1,6.4,32.6,31.5,Winter,0.97,yes,no,11.82,low,24,2022-09-16,FARM_0517,10.69
102464,CATTLE_102465,Holandes,BR,Tropical,Pastoral,60,276.8,4,Mid,165,Silage,9.3,4,high,high,2.5,9.1,10.9,7.0,63.6,Autumn,0.47,no,yes,8.87,ok,12,2023-02-17,FARM_0608,9.05
102504,CATTLE_102505,Jersey,BR,Subtropical,Pastoral,118,486.5,2,Early,202,Green_Fodder,8.4,2,high,high,7.9,11.6,13.7,18.8,40.4,Spring,0.89,no,yes,17.92,low,24,2023-03-25,FARM_0656,16.97
102505,CATTLE_102506,Holandes,BR,Tropical,Semi_Intensive,136,613.1,1,Early,175,Crop_Residues,11.2,1,medium,high,1.5,7.2,9.9,31.5,84.7,Winter,0.3,yes,no,6.32,ok,8,2022-01-18,FARM_0722,7.01
102519,CATTLE_102520,Jersey,BR,Temperado,Mixed,36,472.1,5,Early,316,Hay,4.9,4,low,low,2.7,9.7,11.2,17.9,57.4,Monsoon,0.55,no,yes,9.67,ok,12,2022-12-28,FARM_0753,11.44
102565,CATTLE_102566,Jersey,BR,Tropical,Pastoral,26,433.4,6,Mid,346,Dry_Fodder,15.5,1,medium,medium,3.8,7.3,11.6,15.4,42.8,Autumn,0.37,no,yes,4.08,ok,6,2024-12-05,FARM_0033,3.57
102568,CATTLE_102569,Jersey,BR,Temperado,Extensive,40,277.9,4,Mid,72,Pasture_Grass,15.0,4,high,high,1.0,8.3,7.0,10.9,64.9,Monsoon,0.81,no,yes,23.4,ok,8,2023-04-25,FARM_0723,27.25
102579,CATTLE_102580,Holandes,BR,Subtropical,Extensive,67,552.0,2,Early,354,Pasture_Grass,10.4,4,medium,medium,11.1,10.0,10.9,10.4,59.5,Autumn,0.99,no,yes,9.69,ok,12,2024-11-10,FARM_0629,10.47
102588,CATTLE_102589,Holandes,BR,Subtropical,Extensive,127,562.6,4,Early,246,Dry_Fodder,11.8,2,medium,high,7.0,11.8,5.0,22.9,59.1,Summer,0.33,yes,yes,12.45,high,8,2022-11-23,FARM_0718,11.42
102591,CATTLE_102592,Girolando,BR,Temperado,Intensive,82,441.0,5,Late,135,Silage,11.5,1,high,medium,3.2,5.8,12.2,41.0,65.7,Spring,0.37,no,yes,13.69,ok,12,2022-01-06,FARM_0011,12.25
102595,CATTLE_102596,Girolando,BR,Tropical,Semi_Intensive,129,645.3,3,Mid,270,Silage,10.6,2,medium,medium,5.0,4.7,8.6,38.2,95.4,Winter,0.85,yes,yes,2.93,high,24,2024-08-10,FARM_0210,2.23
102609,CATTLE_102610,Jersey,BR,Arid,Mixed,129,709.3,5,Late,302,Concentrates,19.6,4,high,high,6.2,5.5,14.3,-4.0,74.2,Summer,0.88,no,no,11.14,ok,8,2023-11-08,FARM_0224,10.18
102624,CATTLE_102625,Holandes,BR,Temperado,Mixed,78,667.0,3,Late,22,Pasture_Grass,15.0,1,high,low,4.1,8.3,9.4,40.8,100.0,Monsoon,0.37,no,yes,9.28,ok,12,2024-02-28,FARM_0187,10.02
102633,CATTLE_102634,Jersey,BR,Temperado,Pastoral,76,467.4,6,Mid,120,Mixed_Feed,10.3,4,high,medium,8.6,6.1,5.0,18.4,27.7,Monsoon,0.55,yes,no,8.15,high,12,2023-08-20,FARM_0025,9.09
102639,CATTLE_102640,Jersey,BR,Subtropical,Extensive,64,453.8,6,Mid,110,Mixed_Feed,12.2,1,high,high,1.7,6.8,7.7,25.9,36.3,Monsoon,0.32,yes,yes,9.14,low,12,2023-02-26,FARM_0026,11.5
102652,CATTLE_102653,Holandes,BR,Arid,Extensive,74,705.6,6,Early,80,Mixed_Feed,18.2,4,medium,medium,2.2,4.1,9.1,21.1,45.6,Monsoon,0.83,yes,yes,11.82,ok,12,2023-11-21,FARM_0066,14.6
102689,CATTLE_102690,Jersey,BR,Arid,Pastoral,54,708.3,1,Early,250,Crop_Residues,5.4,4,medium,low,7.9,7.9,12.8,42.4,40.0,Monsoon,0.73,yes,yes,14.12,ok,12,2023-07-22,FARM_0296,13.13
102744,CATTLE_102745,Holandes,BR,Tropical,Semi_Intensive,109,568.5,1,Early,34,Crop_Residues,8.3,4,high,high,9.9,7.7,8.6,15.1,70.1,Summer,0.74,yes,no,18.33,high,12,2024-06-15,FARM_0199,16.62
102748,CATTLE_102749,Girolando,BR,Temperado,Pastoral,63,430.9,1,Mid,232,Silage,12.8,1,high,high,7.9,6.9,8.5,37.5,71.2,Monsoon,0.93,yes,no,13.87,ok,12,2024-01-31,FARM_0090,14.35
102761,CATTLE_102762,Holandes,BR,Arid,Extensive,35,569.2,1,Early,146,Hay,15.9,1,high,high,6.5,8.4,11.7,19.6,47.7,Spring,0.94,no,yes,1.94,ok,12,2022-05-09,FARM_0408,1.23
102815,CATTLE_102816,Girolando,BR,Arid,Mixed,121,627.3,3,Mid,299,Crop_Residues,10.7,3,high,high,6.2,8.9,5.0,32.2,77.1,Spring,0.43,yes,yes,14.62,ok,24,2024-10-09,FARM_0543,16.19
102818,CATTLE_102819,Girolando,BR,Arid,Pastoral,89,606.9,6,Early,66,Concentrates,8.7,3,high,high,8.1,10.3,10.0,33.6,76.4,Monsoon,0.97,yes,yes,18.78,ok,12,2022-05-23,FARM_0299,18.37
102846,CATTLE_102847,Girolando,BR,Tropical,Pastoral,76,375.6,6,Mid,292,Concentrates,16.3,1,high,medium,3.5,7.1,7.8,33.6,50.5,Summer,0.75,yes,yes,2.9,ok,12,2022-05-03,FARM_0333,2.19
102851,CATTLE_102852,Girolando,BR,Tropical,Mixed,95,703.3,2,Mid,46,Mixed_Feed,9.2,2,medium,medium,5.8,5.2,10.2,10.6,38.8,Spring,0.66,yes,no,21.54,high,12,2023-08-19,FARM_0241,22.71
102887,CATTLE_102888,Holandes,BR,Temperado,Extensive,60,389.2,6,Mid,18,Concentrates,9.8,1,medium,low,1.0,10.0,9.6,35.9,53.0,Summer,0.48,no,yes,2.35,high,12,2023-08-06,FARM_0113,2.71
102932,CATTLE_102933,Girolando,BR,Temperado,Intensive,117,451.5,3,Late,156,Mixed_Feed,17.0,5,high,low,9.8,9.1,7.1,23.3,46.7,Summer,0.7,yes,yes,19.92,low,12,2023-03-01,FARM_0130,19.15
102935,CATTLE_102936,Holandes,BR,Arid,Extensive,63,458.0,4,Late,74,Mixed_Feed,10.7,3,high,low,9.1,9.3,11.7,40.3,55.0,Summer,0.92,no,no,0.0,ok,12,2022-06-26,FARM_0820,0.0
102964,CATTLE_102965,Holandes,BR,Temperado,Extensive,41,525.8,4,Mid,234,Mixed_Feed,8.1,1,high,high,7.2,8.9,15.6,10.2,55.4,Summer,0.69,no,no,16.28,ok,12,2023-07-09,FARM_0501,16.61
102976,CATTLE_102977,Holandes,BR,Arid,Extensive,82,288.9,3,Early,293,Mixed_Feed,11.4,3,medium,medium,3.6,8.2,9.8,2.7,45.8,Monsoon,0.53,yes,no,14.69,high,12,2024-08-29,FARM_0953,15.33
102983,CATTLE_102984,Jersey,BR,Temperado,Mixed,91,686.2,3,Mid,108,Pasture_Grass,14.0,4,medium,low,3.6,6.0,13.0,5.7,62.1,Spring,0.51,yes,yes,20.54,ok,12,2023-12-04,FARM_0741,18.72
102994,CATTLE_102995,Girolando,BR,Temperado,Intensive,84,746.1,2,Mid,40,Concentrates,17.6,4,medium,medium,6.3,8.9,13.7,21.4,100.0,Summer,0.53,yes,yes,11.12,ok,12,2023-03-25,FARM_0476,11.17
103005,CATTLE_103006,Girolando,BR,Subtropical,Mixed,113,707.4,1,Late,103,Concentrates,14.2,5,low,medium,7.0,5.3,5.0,5.4,35.4,Spring,0.48,yes,no,12.0,high,12,2022-09-20,FARM_0838,12.38
103037,CATTLE_103038,Holandes,BR,Temperado,Intensive,56,274.9,2,Late,73,Green_Fodder,16.7,5,high,high,5.1,8.9,11.5,1.9,50.6,Autumn,0.44,no,yes,13.09,high,12,2024-01-06,FARM_0685,14.61
103048,CATTLE_103049,Holandes,BR,Arid,Intensive,28,504.9,1,Mid,114,Mixed_Feed,15.0,2,high,low,5.1,12.7,15.5,30.4,72.5,Spring,0.75,yes,no,15.41,ok,12,2024-08-03,FARM_0527,16.1
103056,CATTLE_103057,Holandes,BR,Tropical,Pastoral,108,334.1,1,Late,296,Hay,19.8,3,high,high,9.4,6.4,7.2,18.7,65.1,Winter,0.7,no,yes,5.01,ok,12,2022-02-28,FARM_0416,3.65
103065,CATTLE_103066,Girolando,BR,Subtropical,Intensive,85,435.4,2,Mid,62,Green_Fodder,21.0,2,high,low,9.0,8.3,8.7,37.9,98.1,Spring,0.32,yes,yes,3.81,high,12,2023-12-09,FARM_0117,2.4
103069,CATTLE_103070,Girolando,BR,Temperado,Semi_Intensive,89,436.0,3,Early,109,Silage,12.7,5,high,medium,9.1,5.7,9.7,16.2,43.6,Summer,0.43,yes,yes,21.38,ok,12,2022-01-26,FARM_0083,21.82
103071,CATTLE_103072,Girolando,BR,Tropical,Extensive,124,595.3,5,Mid,193,Green_Fodder,9.0,1,medium,low,6.4,6.7,12.0,11.2,68.2,Monsoon,0.67,yes,yes,8.57,ok,24,2024-02-18,FARM_0504,8.41
103104,CATTLE_103105,Jersey,BR,Tropical,Pastoral,124,488.6,5,Early,234,Green_Fodder,14.4,5,medium,medium,9.4,6.8,12.8,17.5,25.1,Autumn,0.35,no,no,5.27,ok,12,2022-02-17,FARM_0626,7.48
103120,CATTLE_103121,Girolando,BR,Tropical,Pastoral,42,342.9,1,Mid,211,Hay,6.8,2,medium,medium,5.2,7.6,13.7,30.8,52.0,Spring,0.68,no,yes,16.03,ok,12,2022-08-08,FARM_0609,14.69
103124,CATTLE_103125,Jersey,BR,Tropical,Semi_Intensive,123,503.4,2,Mid,49,Crop_Residues,10.1,5,medium,high,4.8,6.7,14.7,12.4,28.0,Spring,0.5,no,yes,3.53,ok,24,2022-09-08,FARM_0524,4.69
103131,CATTLE_103132,Jersey,BR,Subtropical,Extensive,114,583.1,1,Early,167,Crop_Residues,4.0,1,medium,medium,8.4,4.4,11.5,22.3,51.0,Winter,0.38,yes,no,10.39,ok,12,2024-09-22,FARM_0150,8.63
103133,CATTLE_103134,Holandes,BR,Subtropical,Semi_Intensive,64,390.1,2,Late,214,Dry_Fodder,22.0,5,low,medium,6.1,8.3,10.2,-0.7,55.2,Summer,0.37,no,yes,0.14,ok,12,2024-03-01,FARM_0694,3.64
103151,CATTLE_103152,Jersey,BR,Tropical,Mixed,125,329.6,5,Late,271,Crop_Residues,15.3,2,high,medium,3.6,5.3,13.2,16.7,28.3,Spring,0.69,no,yes,2.27,ok,12,2024-03-04,FARM_0181,2.89
103168,CATTLE_103169,Girolando,BR,Arid,Extensive,142,347.4,1,Mid,242,Dry_Fodder,9.2,5,high,medium,1.0,10.2,9.6,12.9,79.1,Monsoon,0.38,yes,no,16.47,low,8,2022-02-24,FARM_0411,15.15
103171,CATTLE_103172,Holandes,BR,Tropical,Pastoral,80,585.5,3,Early,234,Concentrates,13.1,2,medium,high,5.7,4.7,11.5,10.7,88.7,Monsoon,0.3,yes,yes,14.39,ok,12,2023-07-16,FARM_0429,15.63
103181,CATTLE_103182,Girolando,BR,Temperado,Extensive,84,564.0,1,Late,178,Mixed_Feed,13.0,4,high,high,5.6,7.6,10.8,17.0,74.3,Winter,0.36,yes,no,11.75,high,12,2022-05-07,FARM_0862,11.2
103189,CATTLE_103190,Holandes,BR,Temperado,Intensive,73,621.9,3,Mid,322,Green_Fodder,21.4,5,high,low,9.6,7.4,13.0,11.1,40.5,Summer,0.88,yes,yes,7.15,ok,12,2023-10-31,FARM_0266,9.18
103197,CATTLE_103198,Girolando,BR,Subtropical,Extensive,133,661.5,2,Early,117,Pasture_Grass,12.3,4,medium,medium,2.2,6.0,10.5,41.8,67.8,Winter,0.32,yes,no,14.14,high,12,2022-08-14,FARM_0385,13.64
103265,CATTLE_103266,Jersey,BR,Temperado,Mixed,70,352.7,5,Early,59,Dry_Fodder,13.1,2,medium,high,7.6,6.4,7.4,32.3,33.8,Spring,0.39,no,yes,6.87,ok,8,2023-10-03,FARM_0105,7.98
103266,CATTLE_103267,Girolando,BR,Arid,Intensive,28,437.6,5,Mid,173,Green_Fodder,14.0,2,high,medium,1.4,9.3,12.7,14.7,60.8,Summer,0.61,yes,yes,1.54,high,12,2022-01-05,FARM_0582,2.8
103287,CATTLE_103288,Jersey,BR,Tropical,Mixed,26,330.3,1,Late,204,Crop_Residues,19.2,1,high,low,1.0,8.3,8.4,9.5,90.0,Spring,0.8,no,yes,10.29,high,12,2024-08-14,FARM_0979,11.4
103288,CATTLE_103289,Jersey,BR,Tropical,Intensive,106,569.5,1,Late,360,Pasture_Grass,9.6,1,medium,medium,1.5,7.8,8.8,23.0,83.6,Summer,0.37,yes,no,9.07,ok,8,2022-01-08,FARM_0011,10.73
103311,CATTLE_103312,Jersey,BR,Subtropical,Mixed,89,694.7,4,Late,36,Hay,12.1,2,high,medium,9.0,12.3,11.3,36.2,64.0,Spring,1.0,yes,yes,16.33,high,6,2024-12-02,FARM_0361,17.96
103329,CATTLE_103330,Girolando,BR,Subtropical,Extensive,78,460.7,5,Mid,328,Concentrates,14.5,4,high,high,6.7,9.7,12.9,22.7,32.9,Monsoon,0.83,yes,no,8.7,high,8,2022-01-19,FARM_0421,8.58
103360,CATTLE_103361,Girolando,BR,Temperado,Mixed,28,525.2,3,Mid,192,Concentrates,16.4,5,medium,low,9.0,7.6,5.1,13.1,53.4,Autumn,0.51,yes,yes,5.47,high,12,2023-08-31,FARM_0552,5.78
103370,CATTLE_103371,Girolando,BR,Temperado,Extensive,135,281.6,6,Late,326,Silage,12.9,5,medium,high,6.2,6.9,11.3,23.6,45.2,Autumn,0.83,no,no,7.33,high,12,2023-07-26,FARM_0707,6.43
103371,CATTLE_103372,Girolando,BR,Tropical,Pastoral,66,611.5,3,Early,84,Dry_Fodder,9.4,4,medium,medium,13.9,5.8,14.7,42.4,55.7,Spring,0.77,yes,no,8.0,ok,12,2023-12-30,FARM_0911,5.41
103380,CATTLE_103381,Jersey,BR,Temperado,Semi_Intensive,70,452.0,3,Late,287,Silage,12.4,5,medium,medium,7.0,6.6,10.4,23.6,69.3,Spring,0.35,yes,no,3.88,low,12,2023-06-17,FARM_0260,4.59
103384,CATTLE_103385,Jersey,BR,Tropical,Semi_Intensive,141,743.8,4,Mid,184,Green_Fodder,15.1,5,high,high,9.4,7.8,7.2,45.0,61.1,Autumn,0.48,no,no,14.87,high,8,2022-03-02,FARM_0827,13.89
103394,CATTLE_103395,Girolando,BR,Subtropical,Mixed,76,678.0,6,Mid,347,Concentrates,4.9,2,low,medium,10.9,11.1,8.7,28.7,70.1,Monsoon,0.9,yes,yes,5.45,low,12,2024-06-26,FARM_0330,5.22
103401,CATTLE_103402,Jersey,BR,Arid,Pastoral,45,564.1,4,Mid,312,Crop_Residues,9.3,1,high,high,10.1,4.7,7.3,22.5,69.9,Monsoon,0.81,no,yes,1.7,high,24,2023-10-12,FARM_0493,2.17
103438,CATTLE_103439,Jersey,BR,Tropical,Pastoral,37,544.0,1,Early,38,Concentrates,7.2,2,high,high,2.4,6.4,8.7,27.2,43.3,Autumn,0.52,no,yes,22.49,ok,12,2023-02-14,FARM_0824,22.2
103446,CATTLE_103447,Jersey,BR,Subtropical,Intensive,95,582.6,6,Early,97,Hay,16.2,2,medium,high,6.2,8.6,13.6,22.0,54.6,Summer,0.41,no,yes,2.5,low,8,2024-10-17,FARM_0976,4.65
103454,CATTLE_103455,Holandes,BR,Tropical,Intensive,35,677.3,1,Late,147,Concentrates,18.7,2,low,high,12.6,7.6,10.5,1.2,100.0,Summer,0.51,yes,no,1.38,ok,12,2022-07-10,FARM_0558,0.0
103479,CATTLE_103480,Jersey,BR,Temperado,Mixed,43,634.0,1,Mid,86,Concentrates,13.2,5,high,high,7.4,8.8,11.5,44.1,77.0,Autumn,0.79,yes,yes,19.25,high,24,2022-07-24,FARM_0073,19.52
103481,CATTLE_103482,Jersey,BR,Tropical,Pastoral,30,510.8,5,Late,214,Dry_Fodder,12.9,2,medium,high,9.2,5.5,7.5,25.1,10.0,Monsoon,0.49,yes,yes,6.61,low,24,2023-08-22,FARM_0492,6.47
103507,CATTLE_103508,Girolando,BR,Tropical,Pastoral,77,561.2,3,Early,104,Dry_Fodder,9.2,2,high,low,6.2,10.2,16.7,26.0,90.7,Autumn,0.69,yes,yes,13.59,ok,12,2022-04-25,FARM_0617,14.62
